GENE_SYMBOL,GENE ID (HGNC),DISEASE_LABEL,DISEASE ID (MONDO),MOI,SOP,CLASSIFICATION,ONLINE REPORT,CLASSIFICATION DATE,GCEP
MYT1L,HGNC:7623,syndromic intellectual disability,MONDO:0000508,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_32897f25-e36a-4ec8-9401-0374a95e06a5-2020-08-18T160000.000Z,2020-08-18T16:00:00.000Z,Intellectual Disability and Autism
NAA10,HGNC:18704,NAA10-related syndrome,MONDO:0100124,XL,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fcdd3d02-82f3-4ea3-a2b0-8ac2d4c40b1b-2023-01-10T170000.000Z,2023-01-10T17:00:00.000Z,Intellectual Disability and Autism
NAA15,HGNC:30782,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f9732e0c-1306-4fb5-b1b3-873258903e75-2022-01-05T170000.000Z,2022-01-05T17:00:00.000Z,Intellectual Disability and Autism
NBEA,HGNC:7648,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f40357db-6cc2-4240-8771-1206cd27298a-2020-12-02T170000.000Z,2020-12-02T17:00:00.000Z,Intellectual Disability and Autism
NDP,HGNC:7678,Norrie disease,MONDO:0010691,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_335ce5aa-7f87-4b91-a447-928399f40f11-2018-03-21T160000.000Z,2018-03-21T16:00:00.000Z,Intellectual Disability and Autism
NEXMIF,HGNC:29433,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_191437ab-2e73-4a0b-a660-ab5eab4c1066-2020-02-05T170000.000Z,2020-02-05T17:00:00.000Z,Intellectual Disability and Autism
NHS,HGNC:7820,Nance-Horan syndrome,MONDO:0010545,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a7f57ca3-efb2-4333-9ae1-732aa429f37a-2017-10-20T040000.000Z,2017-10-20T04:00:00.000Z,Intellectual Disability and Autism
NIPBL,HGNC:28862,Cornelia de Lange syndrome,MONDO:0016033,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d4ecc430-6562-4d58-9118-c5253dc95ae9-2018-06-20T144433.262Z,2018-06-20T14:44:33.262Z,Intellectual Disability and Autism
NLGN3,HGNC:14289,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b6e7e531-093b-4216-8c56-0c94e63c2811-2018-08-15T040000.000Z,2018-08-15T04:00:00.000Z,Intellectual Disability and Autism
NLGN4X,HGNC:14287,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bed32aec-b1a6-41ff-9607-b4172888c46a-2018-08-01T160000.000Z,2018-08-01T16:00:00.000Z,Intellectual Disability and Autism
NR2F1,HGNC:7975,Bosch-Boonstra-Schaaf optic atrophy syndrome,MONDO:0014320,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1aa4efce-b5b8-4cbd-b043-bb89c5283e3c-2022-02-16T170000.000Z,2022-02-16T17:00:00.000Z,Intellectual Disability and Autism
NR4A2,HGNC:7981,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c8923fda-35f3-47e3-a987-8ca2b86e4b92-2021-05-05T160000.000Z,2021-05-05T16:00:00.000Z,Intellectual Disability and Autism
NRXN1,HGNC:8008,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_14bb833a-eefd-4f02-b112-c74b6866d5be-2019-07-10T160000.000Z,2019-07-10T16:00:00.000Z,Intellectual Disability and Autism
NSD1,HGNC:14234,Sotos syndrome,MONDO:0019349,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_aa1a412a-ee7d-4517-81ba-0ceead9668d1-2018-10-26T160000.000Z,2018-10-26T16:00:00.000Z,Intellectual Disability and Autism
NSD2,HGNC:12766,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_de3c113b-0a7d-454d-88e3-faf4f1fdb9ac-2021-06-02T160000.000Z,2021-06-02T16:00:00.000Z,Intellectual Disability and Autism
NSDHL,HGNC:13398,CK syndrome,MONDO:0010441,XL,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d94406f0-a459-47ed-aabc-80c7b6be9293-2021-01-20T170000.000Z,2021-01-20T17:00:00.000Z,Intellectual Disability and Autism
NSUN2,HGNC:25994,intellectual disability,MONDO:0001071,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c6878f90-f485-4c44-95d3-a33b0ec9f66f-2019-02-06T170000.000Z,2019-02-06T17:00:00.000Z,Intellectual Disability and Autism
NTNG1,HGNC:23319,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2c648acf-5801-481b-a1c4-f950e99d4d96-2021-02-02T170000.000Z,2021-02-02T17:00:00.000Z,Intellectual Disability and Autism
OCRL,HGNC:8108,oculocerebrorenal syndrome,MONDO:0010645,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5140c756-fac0-435b-8f59-a5d4a0b0adb3-2020-07-10T160000.000Z,2020-07-10T16:00:00.000Z,Intellectual Disability and Autism
OFD1,HGNC:2567,ciliopathy,MONDO:0005308,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_15e32789-4f24-4870-94d3-b5618e67509f-2018-04-27T165136.294Z,2018-04-27T16:51:36.294Z,Intellectual Disability and Autism
PACS1,HGNC:30032,Schuurs-Hoeijmakers syndrome,MONDO:0014006,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f5fb6cba-cff6-4498-a725-3f863a910cf1-2020-06-26T182716.855Z,2020-06-26T18:27:16.855Z,Intellectual Disability and Autism
PAK3,HGNC:8592,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c2f13863-a52d-49bd-b7f6-294edd73717a-2018-07-31T160000.000Z,2018-07-31T16:00:00.000Z,Intellectual Disability and Autism
PHF21A,HGNC:24156,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a1312f4b-fcc2-46ca-9132-7592e46ae05f-2022-04-06T160000.000Z,2022-04-06T16:00:00.000Z,Intellectual Disability and Autism
PHF6,HGNC:18145,Borjeson-Forssman-Lehmann syndrome,MONDO:0010537,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_94ea5014-0a83-49ea-b001-fc2a8c24c0d9-2018-02-21T170000.000Z,2018-02-21T17:00:00.000Z,Intellectual Disability and Autism
PHF8,HGNC:20672,syndromic X-linked intellectual disability Siderius type,MONDO:0010286,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b9e94640-1950-4438-bcda-4859545d83d1-2018-11-07T170000.000Z,2018-11-07T17:00:00.000Z,Intellectual Disability and Autism
PHIP,HGNC:15673,PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome,MONDO:0035133,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0635f61b-d8aa-428a-b4d3-0b2d116ece39-2022-04-19T160000.000Z,2022-04-19T16:00:00.000Z,Intellectual Disability and Autism
PLP1,HGNC:9086,Pelizaeus-Merzbacher disease,MONDO:0010714,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c1a44c5f-744e-4d02-a08f-e7c687531b21-2018-03-07T170000.000Z,2018-03-07T17:00:00.000Z,Intellectual Disability and Autism
POGZ,HGNC:18801,intellectual disability-microcephaly-strabismus-behavioral abnormalities syndrome,MONDO:0014606,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c5742d94-0642-4598-9fbd-fd43a2c21559-2020-03-09T160000.000Z,2020-03-09T16:00:00.000Z,Intellectual Disability and Autism
PORCN,HGNC:17652,focal dermal hypoplasia,MONDO:0010592,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_20fc3afa-d10d-4239-885f-24e91cbb31a8-2020-08-05T124432.168Z,2020-08-05T12:44:32.168Z,Intellectual Disability and Autism
PPM1D,HGNC:9277,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a93ec2cb-1632-4439-bdd9-4bcae1bb779f-2022-02-15T170000.000Z,2022-02-15T17:00:00.000Z,Intellectual Disability and Autism
PPP2R1A,HGNC:9302,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1aae8155-7cb1-44ee-9cee-17bb22e6a0ad-2022-11-16T170000.000Z,2022-11-16T17:00:00.000Z,Intellectual Disability and Autism
PPP2R5D,HGNC:9312,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4b43ff91-1ea4-475b-97d9-6fbda924ea16-2022-01-12T055053.721Z,2022-01-12T05:50:53.721Z,Intellectual Disability and Autism
PQBP1,HGNC:9330,Renpenning syndrome,MONDO:0010653,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8128f36b-f273-49ee-bfd8-bee64b4df921-2018-11-09T170000.000Z,2018-11-09T17:00:00.000Z,Intellectual Disability and Autism
PRSS12,HGNC:9477,non-syndromic intellectual disability,MONDO:0000509,AR,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d98f99d6-b1df-4cad-a53b-c94cfb532167-2021-08-04T160000.000Z,2021-08-04T16:00:00.000Z,Intellectual Disability and Autism
PTCHD1,HGNC:26392,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_05d36fe2-0026-4bbc-af4b-6d952490969b-2018-08-15T160000.000Z,2018-08-15T16:00:00.000Z,Intellectual Disability and Autism
PUF60,HGNC:17042,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_661c140f-11a3-46f8-b001-14a2314582e4-2021-12-15T170000.000Z,2021-12-15T17:00:00.000Z,Intellectual Disability and Autism
QRICH1,HGNC:24713,syndromic intellectual disability,MONDO:0000508,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3ccc6c6f-da19-4e86-88a8-5e7a1794efae-2022-06-15T170000.000Z,2022-06-15T17:00:00.000Z,Intellectual Disability and Autism
RAB39B,HGNC:16499,early-onset parkinsonism-intellectual disability syndrome,MONDO:0010709,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_01dc73a8-fbd2-4081-95cd-ab7cb59236d7-2018-06-04T040000.000Z,2018-06-04T04:00:00.000Z,Intellectual Disability and Autism
RAB40AL,HGNC:25410,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP8,Refuted,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_126405bb-ecf5-49a3-b7d5-bb1b45a65e26-2021-06-15T160000.000Z,2021-06-15T16:00:00.000Z,Intellectual Disability and Autism
RAD21,HGNC:9811,Cornelia de Lange syndrome,MONDO:0016033,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_30ad5023-6c68-42ab-b8ea-a601a134eaf6-2020-01-08T170000.000Z,2020-01-08T17:00:00.000Z,Intellectual Disability and Autism
RAI1,HGNC:9834,Smith-Magenis syndrome,MONDO:0008434,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1e576e58-debf-49c6-a86d-c599806180ff-2018-09-05T160000.000Z,2018-09-05T16:00:00.000Z,Intellectual Disability and Autism
RELN,HGNC:9957,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c654081c-5abd-4f86-a3f7-90d7f117b93d-2021-03-17T160000.000Z,2021-03-17T16:00:00.000Z,Intellectual Disability and Autism
RPL10,HGNC:10298,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_974ac8bb-f7b1-4480-869a-e9ef4b8b3fa3-2021-01-20T170000.000Z,2021-01-20T17:00:00.000Z,Intellectual Disability and Autism
RPS6KA3,HGNC:10432,Coffin-Lowry syndrome,MONDO:0010561,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_af32a931-1d55-432f-82cf-ce87f6c26580-2019-05-28T040000.000Z,2019-05-28T04:00:00.000Z,Intellectual Disability and Autism
SATB2,HGNC:21637,SATB2 associated disorder,MONDO:0100147,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_44d14081-fa32-4159-9049-35f510d2351a-2020-09-15T160000.000Z,2020-09-15T16:00:00.000Z,Intellectual Disability and Autism
SET,HGNC:10760,intellectual disability,MONDO:0001071,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4d7c9aa2-0a9a-4359-af98-6097cc6a3b91-2021-11-17T170000.000Z,2021-11-17T17:00:00.000Z,Intellectual Disability and Autism
SETBP1,HGNC:15573,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_70505ca8-8869-4fa9-9965-fc8e03a19b28-2020-10-20T160000.000Z,2020-10-20T16:00:00.000Z,Intellectual Disability and Autism
SETBP1,HGNC:15573,Schinzel-Giedion syndrome,MONDO:0010010,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_71885c03-b578-4baf-a17c-4817349eaf36-2021-02-16T170000.000Z,2021-02-16T17:00:00.000Z,Intellectual Disability and Autism
SHANK2,HGNC:14295,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_911cb9ff-e68e-4b47-8639-f6a63ab11b3e-2019-07-17T160000.000Z,2019-07-17T16:00:00.000Z,Intellectual Disability and Autism
SHANK3,HGNC:14294,Phelan-McDermid syndrome,MONDO:0011652,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e941703a-0f30-4f4c-a997-bc3b4295f289-2018-12-12T170000.000Z,2018-12-12T17:00:00.000Z,Intellectual Disability and Autism
SHROOM4,HGNC:29215,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a94d20f8-9909-48b2-9860-d17c6dc73ec3-2021-01-13T170000.000Z,2021-01-13T17:00:00.000Z,Intellectual Disability and Autism
SIN3A,HGNC:19353,SIN3A-related intellectual disability syndrome,MONDO:0044699,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8c6bb2ed-0912-4d60-9faa-39be27ecf4c7-2022-01-19T070000.000Z,2022-01-19T07:00:00.000Z,Intellectual Disability and Autism
SLC16A2,HGNC:10923,Allan-Herndon-Dudley syndrome,MONDO:0010354,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b9242e32-a339-4426-8ef5-39df0960d390-2018-08-09T170000.000Z,2018-08-09T17:00:00.000Z,Intellectual Disability and Autism
SLC2A1,HGNC:11005,GLUT1 deficiency syndrome,MONDO:0000188,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a20a0bc0-49d5-41fc-9507-cec19a43bd81-2019-04-18T123454.696Z,2019-04-18T12:34:54.696Z,Intellectual Disability and Autism
SLC6A4,HGNC:11050,autism spectrum disorder,MONDO:0005258,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cc4b0612-0a53-4e36-b737-5c0f49a387a1-2021-01-06T170000.000Z,2021-01-06T17:00:00.000Z,Intellectual Disability and Autism
SLC9A9,HGNC:20653,autism spectrum disorder,MONDO:0005258,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_463ee005-1264-45da-bd85-3776a6637c68-2020-10-08T160000.000Z,2020-10-08T16:00:00.000Z,Intellectual Disability and Autism
SMAD4,HGNC:6770,Myhre syndrome,MONDO:0007688,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a5a082cc-c214-4bfa-8cb8-caead239d129-2021-12-30T170000.000Z,2021-12-30T17:00:00.000Z,Intellectual Disability and Autism
SMARCA1,HGNC:11097,X-linked intellectual disability,MONDO:0100284,XL,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ce97120a-5094-4768-b305-941353791584-2022-08-03T160000.000Z,2022-08-03T16:00:00.000Z,Intellectual Disability and Autism
SMARCA2,HGNC:11098,intellectual disability-sparse hair-brachydactyly syndrome,MONDO:0011053,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5cde86bc-f99f-40cf-8c32-eac9f8f8a67d-2020-08-18T160000.000Z,2020-08-18T16:00:00.000Z,Intellectual Disability and Autism
SMARCA4,HGNC:11100,Coffin-Siris syndrome,MONDO:0015452,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_61d29c73-9a30-4664-9df2-2f5831219221-2020-06-17T160000.000Z,2020-06-17T16:00:00.000Z,Intellectual Disability and Autism
SMARCC2,HGNC:11105,Coffin-Siris syndrome,MONDO:0015452,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_aa645aa6-3a03-4ab7-9d09-b17be3184259-2022-02-02T170000.000Z,2022-02-02T17:00:00.000Z,Intellectual Disability and Autism
SMC1A,HGNC:11111,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c281f5fd-d868-4425-a7b4-8e39e3b2090e-2019-06-19T160000.000Z,2019-06-19T16:00:00.000Z,Intellectual Disability and Autism
SMC3,HGNC:2468,Cornelia de Lange syndrome,MONDO:0016033,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9467eaad-a86a-4b24-8cd4-98ebb57121c1-2020-04-07T160000.000Z,2020-04-07T16:00:00.000Z,Intellectual Disability and Autism
SMS,HGNC:11123,syndromic X-linked intellectual disability Snyder type,MONDO:0010664,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8f1ca85b-ad57-4c64-9abf-9ae5d915703f-2018-05-16T195543.428Z,2018-05-16T19:55:43.428Z,Intellectual Disability and Autism
SNAP25,HGNC:11132,developmental and epileptic encephalopathy,MONDO:0100062,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5696dbd2-dfe5-4c96-baec-c9d963959b28-2022-03-24T160000.000Z,2022-03-24T16:00:00.000Z,Intellectual Disability and Autism
SOX5,HGNC:11201,Lamb-Shaffer syndrome,MONDO:0014778,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_781f21f2-d01a-457c-913e-8687a7c2650d-2022-01-27T170000.000Z,2022-01-27T17:00:00.000Z,Intellectual Disability and Autism
ST3GAL3,HGNC:10866,complex neurodevelopmental disorder,MONDO:0100038,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e151129d-46fc-4f7e-a434-e423a3fb644b-2020-06-03T160000.000Z,2020-06-03T16:00:00.000Z,Intellectual Disability and Autism
SYN1,HGNC:11494,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ca5a3e64-5daa-4a2f-876d-4e7648c53ff8-2018-12-05T170000.000Z,2018-12-05T17:00:00.000Z,Intellectual Disability and Autism
SYP,HGNC:11506,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b0d770a5-873c-4a55-98da-fa8d235ff93b-2020-12-16T170000.000Z,2020-12-16T17:00:00.000Z,Intellectual Disability and Autism
TANC2,HGNC:30212,"intellectual developmental disorder with autistic features and language delay, with or without seizures",MONDO:0030051,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b3d3d067-5a78-44b4-9c57-25cc784123bf-2022-09-07T160000.000Z,2022-09-07T16:00:00.000Z,Intellectual Disability and Autism
TAOK1,HGNC:29259,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_79c712d0-ac0e-4bf0-8e68-bd598b3bca42-2021-08-04T160000.000Z,2021-08-04T16:00:00.000Z,Intellectual Disability and Autism
TBL1XR1,HGNC:29529,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8352a921-43c0-4097-9147-2618a4165b57-2020-07-07T170000.000Z,2020-07-07T17:00:00.000Z,Intellectual Disability and Autism
TBR1,HGNC:11590,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_853c90ef-34a8-4d7d-931d-5fb4add3e4d0-2020-03-25T160000.000Z,2020-03-25T16:00:00.000Z,Intellectual Disability and Autism
TCF7L2,HGNC:11641,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b11a5317-868b-49a9-b051-721940fb5936-2021-12-15T170000.000Z,2021-12-15T17:00:00.000Z,Intellectual Disability and Autism
TECR,HGNC:4551,intellectual disability,MONDO:0001071,AR,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8c7adee2-6a14-4348-a018-9097954bd39d-2022-03-10T170000.000Z,2022-03-10T17:00:00.000Z,Intellectual Disability and Autism
TELO2,HGNC:29099,TELO2-related intellectual disability-neurodevelopmental disorder,MONDO:0014848,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6995e858-919b-4a08-be40-54a56371a408-2022-06-01T160000.000Z,2022-06-01T16:00:00.000Z,Intellectual Disability and Autism
TMLHE,HGNC:18308,autism spectrum disorder,MONDO:0005258,XL,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7a780ea6-ad4e-417a-a596-27188e327aad-2021-03-02T050000.000Z,2021-03-02T05:00:00.000Z,Intellectual Disability and Autism
TNRC6B,HGNC:29190,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a806c490-788f-49b6-b437-6970f5888c07-2021-01-06T170000.000Z,2021-01-06T17:00:00.000Z,Intellectual Disability and Autism
TRAPPC9,HGNC:30832,intellectual disability-obesity-brain malformations-facial dysmorphism syndrome,MONDO:0018123,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_456bfabf-5cad-4a08-bf21-3611a6fbf9b1-2020-08-15T160000.000Z,2020-08-15T16:00:00.000Z,Intellectual Disability and Autism
TRIM8,HGNC:15579,focal segmental glomerulosclerosis and neurodevelopmental syndrome,MONDO:0100111,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_457fd90a-dad8-4711-97d0-59eb240a299e-2021-10-06T160000.000Z,2021-10-06T16:00:00.000Z,Intellectual Disability and Autism
TRIO,HGNC:12303,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ff3b6c9b-4c51-4414-b92c-20e45758ab61-2021-11-18T192046.961Z,2021-11-18T19:20:46.961Z,Intellectual Disability and Autism
TRIP12,HGNC:12306,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_011b99b3-0d17-4615-800e-36f4bacd8117-2022-04-05T063000.000Z,2022-04-05T06:30:00.000Z,Intellectual Disability and Autism
TRRAP,HGNC:12347,complex neurodevelopmental disorder with or without congenital anomalies,MONDO:0100465,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_03424cde-a847-4bd0-91eb-9707a7e51fa2-2022-07-19T180000.000Z,2022-07-19T18:00:00.000Z,Intellectual Disability and Autism
TSPAN7,HGNC:11854,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2716e7b3-e038-421a-b584-55f6797502a4-2020-12-02T170000.000Z,2020-12-02T17:00:00.000Z,Intellectual Disability and Autism
TUSC3,HGNC:30242,intellectual disability,MONDO:0001071,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_db38ed95-d1fe-43d6-bf80-c5e3f24f7d1b-2020-04-07T160000.000Z,2020-04-07T16:00:00.000Z,Intellectual Disability and Autism
UBE2A,HGNC:12472,syndromic X-linked intellectual disability Nascimento type,MONDO:0010461,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_94765cdb-fe12-4098-b28e-20cd58744271-2018-07-02T160000.000Z,2018-07-02T16:00:00.000Z,Intellectual Disability and Autism
UPF3B,HGNC:20439,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a1caf030-ef58-4f8f-ba40-aabbf81cf6b1-2019-07-03T160000.000Z,2019-07-03T16:00:00.000Z,Intellectual Disability and Autism
USP9X,HGNC:12632,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bd411e83-8373-44b7-8ad5-00894c873880-2021-11-17T180000.000Z,2021-11-17T18:00:00.000Z,Intellectual Disability and Autism
VPS13B,HGNC:2183,Cohen syndrome,MONDO:0008999,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ccfc68bc-9f00-4565-b2c7-70ad9f8e2002-2018-11-13T153457.342Z,2018-11-13T15:34:57.342Z,Intellectual Disability and Autism
WAC,HGNC:17327,DeSanto-Shinawi syndrome,MONDO:0018760,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6a1f3c78-d7d2-4a8c-8dbf-ddda78769bd7-2022-11-10T170000.000Z,2022-11-10T17:00:00.000Z,Intellectual Disability and Autism
