GENE_SYMBOL,GENE_ID_HGNC,DISEASE_LABEL,DISEASE_ID_MONDO,MOI,SOP,CLASSIFICATION,ONLINE_REPORT,CLASSIFICATION_DATE,GCEP
SLC1A2,HGNC:10940,"developmental and epileptic encephalopathy, 41",MONDO:0014916,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ebb83674-206f-461b-b98e-e12420208deb-2020-10-29T160000.000Z,2020-10-29T16:00:00.000Z,Aminoacidopathy
SLC1A3,HGNC:10941,episodic ataxia type 6,MONDO:0012982,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3bcae41b-3438-4e82-8f29-83cca7f142f0-2020-10-09T160000.000Z,2020-10-09T16:00:00.000Z,Aminoacidopathy
SLC1A4,HGNC:10942,spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome,MONDO:0014725,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8cff4bb6-caab-4696-a061-1f9a40c56c80-2021-05-14T160000.000Z,2021-05-14T16:00:00.000Z,Aminoacidopathy
SLC25A13,HGNC:10983,citrin deficiency,MONDO:0016602,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bc373b9e-ec5e-4471-92a1-bbdd9aa3378c-2021-07-23T220742.579Z,2021-07-23T22:07:42.579Z,Aminoacidopathy
SLC25A15,HGNC:10985,ornithine translocase deficiency,MONDO:0009393,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e5cb32c9-d506-484f-b023-1c4f17ef0d93-2019-12-04T170000.000Z,2019-12-04T17:00:00.000Z,Aminoacidopathy
SLC36A2,HGNC:18762,iminoglycinuria,MONDO:0009448,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_38341e13-b026-4a61-a049-5f7ef9df1805-2020-03-13T160000.000Z,2020-03-13T16:00:00.000Z,Aminoacidopathy
SLC3A1,HGNC:11025,cystinuria,MONDO:0009067,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fbde8280-d4bc-47e8-8f3d-aed8bb05e22e-2020-06-29T174347.853Z,2020-06-29T17:43:47.853Z,Aminoacidopathy
SLC6A19,HGNC:27960,Hartnup disease,MONDO:0009324,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_44c34762-450b-4abd-8fe4-3f17ff700630-2020-05-07T160000.000Z,2020-05-07T16:00:00.000Z,Aminoacidopathy
SLC6A8,HGNC:11055,creatine transporter deficiency,MONDO:0010305,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3795f0ae-7668-47b8-b69e-9c686b82bd0a-2020-02-10T170000.000Z,2020-02-10T17:00:00.000Z,Aminoacidopathy
SLC7A7,HGNC:11065,lysinuric protein intolerance,MONDO:0009109,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_207778e3-aff9-427d-ae87-f68fd938af88-2019-11-08T170000.000Z,2019-11-08T17:00:00.000Z,Aminoacidopathy
SLC7A9,HGNC:11067,cystinuria,MONDO:0009067,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a8e706c5-4b10-4c8a-b5ab-dda8545f464a-2020-06-29T174426.491Z,2020-06-29T17:44:26.491Z,Aminoacidopathy
SPR,HGNC:11257,dopa-responsive dystonia due to sepiapterin reductase deficiency,MONDO:0012994,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1c9f2ff6-39f1-4abc-9fdf-de4c0e23120d-2021-06-04T221815.205Z,2021-06-04T22:18:15.205Z,Aminoacidopathy
SUGCT,HGNC:16001,glutaric acidemia type 3,MONDO:0009283,AR,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_10622f19-d307-4fa8-b3ff-a799922e7fea-2022-12-12T170000.000Z,2022-12-12T17:00:00.000Z,Aminoacidopathy
SUOX,HGNC:11460,isolated sulfite oxidase deficiency,MONDO:0010089,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_be1ff294-4444-4d39-a507-a2115bcdcd58-2019-03-22T160000.000Z,2019-03-22T16:00:00.000Z,Aminoacidopathy
TAT,HGNC:11573,tyrosinemia type II,MONDO:0010160,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7a28aa11-78af-4c3b-900e-79c6a1e9339a-2020-06-29T174208.705Z,2020-06-29T17:42:08.705Z,Aminoacidopathy
TDO2,HGNC:11708,familial hypertryptophanemia,MONDO:0010907,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b20a4b6d-c43c-4397-bbd2-3d4c6ea6f0e0-2020-07-10T165838.141Z,2020-07-10T16:58:38.141Z,Aminoacidopathy
TH,HGNC:11782,tyrosine hydroxylase deficiency,MONDO:0100064,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c4bf9fbb-0046-4a90-9e74-0b3b79f28f59-2019-03-22T160000.000Z,2019-03-22T16:00:00.000Z,Aminoacidopathy
TYR,HGNC:12442,oculocutaneous albinism type 1,MONDO:0018135,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c9b52af2-1674-4f3d-9d7f-398a5f7f6875-2020-08-28T160000.000Z,2020-08-28T16:00:00.000Z,Aminoacidopathy
UROC1,HGNC:26444,urocanic aciduria,MONDO:0010167,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_af2ff293-39ce-46b7-af58-01e3685f4334-2020-11-13T170000.000Z,2020-11-13T17:00:00.000Z,Aminoacidopathy
ANG,HGNC:483,amyotrophic lateral sclerosis type 9,MONDO:0012753,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4ee17299-56dd-40a7-8cec-9a316f3e46f2-2022-02-08T000000.000Z,2022-02-08T00:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
ANXA11,HGNC:535,amyotrophic lateral sclerosis type 23,MONDO:0027694,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4dca2f56-87c6-4ac7-97bf-0889883b8e63-2021-11-12T215939.032Z,2021-11-12T21:59:39.032Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
C9orf72,HGNC:28337,frontotemporal dementia and/or amyotrophic lateral sclerosis 1,MONDO:0007105,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_afd5a267-72c8-4a04-8404-4c819efe61c5-2021-09-21T030209.665Z,2021-09-21T03:02:09.665Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
CCNF,HGNC:1591,frontotemporal dementia and/or amyotrophic lateral sclerosis 5,MONDO:0030875,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7d6c258c-ce66-459a-a4ae-7376fcefde0d-2022-04-05T230455.308Z,2022-04-05T23:04:55.308Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
CHCHD10,HGNC:15559,frontotemporal dementia and/or amyotrophic lateral sclerosis 2,MONDO:0014395,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d154f67a-25ce-40d3-9de3-1f001753843a-2022-09-13T160000.000Z,2022-09-13T16:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
CHMP2B,HGNC:24537,frontotemporal dementia and/or amyotrophic lateral sclerosis 7,MONDO:0010936,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_287cab44-b8b6-411c-903a-6214ac5e98af-2022-07-12T160000.000Z,2022-07-12T16:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
DAO,HGNC:2671,amyotrophic lateral sclerosis,MONDO:0004976,AD,SOP8,Refuted,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_35ac00ac-3279-4c7e-89b6-8a75e3cae414-2022-04-12T103808.867Z,2022-04-12T10:38:08.867Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
DNAJC7,HGNC:12392,amyotrophic lateral sclerosis,MONDO:0004976,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e2a12a19-b37a-4654-87fa-3a921c202c87-2022-10-27T160000.000Z,2022-10-27T16:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
ERBB4,HGNC:3432,amyotrophic lateral sclerosis type 19,MONDO:0014223,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fdd26ab6-0c1f-4322-9f70-cad651bb789f-2021-09-30T143144.993Z,2021-09-30T14:31:44.993Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
ERLIN1,HGNC:16947,amyotrophic lateral sclerosis,MONDO:0004976,AR,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d668c62f-b002-4015-a629-ecbebed40e59-2021-07-27T160919.089Z,2021-07-27T16:09:19.089Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
FIG4,HGNC:16873,amyotrophic lateral sclerosis type 11,MONDO:0012945,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d038fb84-1f98-4047-b6c5-039a53756775-2022-08-09T160000.000Z,2022-08-09T16:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
FUS,HGNC:4010,amyotrophic lateral sclerosis type 6,MONDO:0011951,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b2e8f55b-371e-438f-8923-73ca9b7ec034-2021-10-12T183601.087Z,2021-10-12T18:36:01.087Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
GLT8D1,HGNC:24870,familial amyotrophic lateral sclerosis,MONDO:0005144,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a2c4f919-ccb5-4d9f-a604-5ed19e19057e-2022-11-08T170000.000Z,2022-11-08T17:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
HNRNPA2B1,HGNC:5033,amyotrophic lateral sclerosis,MONDO:0004976,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1ffe711b-1ff6-4b11-b329-c0f820904764-2021-12-15T185159.600Z,2021-12-15T18:51:59.600Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
KIF5A,HGNC:6323,"amyotrophic lateral sclerosis, susceptibility to, 25",MONDO:0060670,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5e7d2674-bce3-469c-b1e4-5cf57f5780a8-2022-05-26T110000.000Z,2022-05-26T11:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
MATR3,HGNC:6912,amyotrophic lateral sclerosis type 21,MONDO:0011632,AD,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_97ed1e35-c1b2-40c7-a60e-54b3c24004c4-2021-09-23T160000.000Z,2021-09-23T16:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
NEK1,HGNC:7744,"amyotrophic lateral sclerosis, susceptibility to, 24",MONDO:0054750,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bb4f311c-df33-4d9e-8ac6-731b43b93615-2022-04-29T192526.542Z,2022-04-29T19:25:26.542Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
OPTN,HGNC:17142,amyotrophic lateral sclerosis type 12,MONDO:0013264,SD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1d8edc80-413c-4c76-bf06-89198175ac65-2022-05-10T170000.000Z,2022-05-10T17:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
PFN1,HGNC:8881,amyotrophic lateral sclerosis type 18,MONDO:0013891,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_948de40f-2cef-4235-ae87-491c01ffe803-2021-04-22T160000.000Z,2021-04-22T16:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
PRPH,HGNC:9461,amyotrophic lateral sclerosis,MONDO:0004976,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3d11b04d-508a-4f91-9d9a-b5016fd0b940-2022-12-13T170000.000Z,2022-12-13T17:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
SOD1,HGNC:11179,amyotrophic lateral sclerosis type 1,MONDO:0007103,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_97d17778-d21e-441f-b4b7-49eccaa8cbab-2021-07-13T192226.690Z,2021-07-13T19:22:26.690Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
SQSTM1,HGNC:11280,frontotemporal dementia and/or amyotrophic lateral sclerosis 3,MONDO:0014640,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dae3327f-6381-44cc-8baa-8fa1fc0d31d5-2022-12-13T170000.000Z,2022-12-13T17:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
TAF15,HGNC:11547,amyotrophic lateral sclerosis,MONDO:0004976,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_605446ae-fd1f-4451-bd49-643c24cd652e-2021-11-03T020945.214Z,2021-11-03T02:09:45.214Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
TARDBP,HGNC:11571,amyotrophic lateral sclerosis type 10,MONDO:0012790,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bf8bf781-25c9-4f16-b8cc-b0533390e4e2-2021-07-27T160623.437Z,2021-07-27T16:06:23.437Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
TBK1,HGNC:11584,frontotemporal dementia and/or amyotrophic lateral sclerosis 4,MONDO:0014641,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_509b9e29-d354-4974-96e9-e819c3fee579-2022-11-03T160000.000Z,2022-11-03T16:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
TIA1,HGNC:11802,amyotrophic lateral sclerosis 26 with or without frontotemporal dementia,MONDO:0030885,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_555a0c95-2fb8-44d2-b2bf-c02b16d3fa6f-2022-10-11T170000.000Z,2022-10-11T17:00:00.000Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
TUBA4A,HGNC:12407,amyotrophic lateral sclerosis type 22,MONDO:0014531,AD,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7349d6e4-f351-4a8a-80f6-af62d3e716e5-2021-09-14T191334.954Z,2021-09-14T19:13:34.954Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
UBQLN2,HGNC:12509,amyotrophic lateral sclerosis type 15,MONDO:0010459,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_17c06f6e-6fe1-4a61-bc35-026416e31dbb-2021-04-13T194634.543Z,2021-04-13T19:46:34.543Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
VAPB,HGNC:12649,amyotrophic lateral sclerosis type 8,MONDO:0012077,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_da78d57d-1525-47b3-a649-743186d28eff-2021-12-15T183034.352Z,2021-12-15T18:30:34.352Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
VCP,HGNC:12666,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,MONDO:0000507,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6ea2bc4d-3b58-4b59-a5bc-9d8a96c452cb-2021-12-23T223510.433Z,2021-12-23T22:35:10.433Z,Amyotrophic Lateral Sclerosis Spectrum Disorders
AICDA,HGNC:13203,hyper-IgM syndrome type 2,MONDO:0011528,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b34c451d-03a1-42dd-a439-599428b0eb38-2021-09-17T121716.866Z,2021-09-17T12:17:16.866Z,Antibody Deficiencies GCEP
ARHGEF1,HGNC:681,immunodeficiency 62,MONDO:0032763,AR,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9547c192-135d-48b3-a1c0-2eca5e2608c5-2021-01-19T214711.722Z,2021-01-19T21:47:11.722Z,Antibody Deficiencies GCEP
BLNK,HGNC:14211,"agammaglobulinemia 4, autosomal recessive",MONDO:0013289,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2e1d2e1b-52a6-4371-9055-0e1cc74da39d-2021-03-16T132748.373Z,2021-03-16T13:27:48.373Z,Antibody Deficiencies GCEP
BTK,HGNC:1133,isolated growth hormone deficiency type III,MONDO:0010615,XL,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6341781b-9ba9-41b1-889a-8d65a9b3ebb7-2020-11-17T170000.000Z,2020-11-17T17:00:00.000Z,Antibody Deficiencies GCEP
BTK,HGNC:1133,Bruton-type agammaglobulinemia,MONDO:0010421,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8dc4d594-2103-46ad-a786-f4bda9b95995-2020-10-20T160000.000Z,2020-10-20T16:00:00.000Z,Antibody Deficiencies GCEP
CARD11,HGNC:16393,BENTA disease,MONDO:0014645,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_23dd1a19-585b-46bb-9241-682b200bfd7d-2022-03-15T131318.170Z,2022-03-15T13:13:18.170Z,Antibody Deficiencies GCEP
CARD11,HGNC:16393,severe combined immunodeficiency due to CARD11 deficiency,MONDO:0014081,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3ce06b6f-cf7f-43f3-bf9c-5d3978f1db61-2022-03-15T131409.712Z,2022-03-15T13:14:09.712Z,Antibody Deficiencies GCEP
CARD11,HGNC:16393,immunodeficiency 11b with atopic dermatitis,MONDO:0054697,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_603e8c98-82b7-41b5-8174-1fdbfc724a7d-2022-03-15T131220.080Z,2022-03-15T13:12:20.080Z,Antibody Deficiencies GCEP
CD19,HGNC:1633,"immunodeficiency, common variable, 3",MONDO:0013283,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a6576337-703e-4d76-9120-5f6800730774-2022-05-24T160000.000Z,2022-05-24T16:00:00.000Z,Antibody Deficiencies GCEP
CD40,HGNC:11919,hyper-IgM syndrome type 3,MONDO:0011735,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_debbb2e7-89a7-45b8-b5e1-41ccb56a3423-2022-10-18T160000.000Z,2022-10-18T16:00:00.000Z,Antibody Deficiencies GCEP
CD79A,HGNC:1698,"agammaglobulinemia 3, autosomal recessive",MONDO:0013288,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_12a6257c-c9ca-432a-ab76-b05985283381-2020-12-15T135909.057Z,2020-12-15T13:59:09.057Z,Antibody Deficiencies GCEP
CD79B,HGNC:1699,"agammaglobulinemia 6, autosomal recessive",MONDO:0012987,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9c252b2c-2183-4e7d-8ceb-69f7a01cc1d9-2021-01-26T171006.440Z,2021-01-26T17:10:06.440Z,Antibody Deficiencies GCEP
CD81,HGNC:1701,"immunodeficiency, common variable, 6",MONDO:0013286,AR,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e2092b4c-a8ff-4b40-bc09-17fbe33aa3e7-2021-04-29T210806.386Z,2021-04-29T21:08:06.386Z,Antibody Deficiencies GCEP
CR2,HGNC:2336,"immunodeficiency, common variable, 7",MONDO:0013862,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9153b41e-f2ef-453d-883b-187565cf4593-2021-08-03T130056.511Z,2021-08-03T13:00:56.511Z,Antibody Deficiencies GCEP
CTLA4,HGNC:2505,autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency,MONDO:0014493,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e79675bd-3eef-4925-b4ef-3b7c48734f30-2021-04-28T163716.269Z,2021-04-28T16:37:16.269Z,Antibody Deficiencies GCEP
CTNNBL1,HGNC:15879,common variable immunodeficiency,MONDO:0015517,AR,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4e151724-c8a5-4f3e-a7ac-bd0b1d180fae-2022-05-17T160000.000Z,2022-05-17T16:00:00.000Z,Antibody Deficiencies GCEP
CXCR4,HGNC:2561,WHIM syndrome,MONDO:0023880,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_89723de3-8fd8-4e2c-8609-bcd924e2f349-2023-01-17T170000.000Z,2023-01-17T17:00:00.000Z,Antibody Deficiencies GCEP
FNIP1,HGNC:29418,FNIP1-associated syndrome,MONDO:0100432,AR,SOP8,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_25c930ed-965b-47ae-b9c2-7157b06cb868-2021-12-06T131417.148Z,2021-12-06T13:14:17.148Z,Antibody Deficiencies GCEP
ICOS,HGNC:5351,common variable immunodeficiency,MONDO:0015517,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_51864ec9-27d9-4a94-9524-d6828b17361d-2022-11-29T170000.000Z,2022-11-29T17:00:00.000Z,Antibody Deficiencies GCEP
IGHM,HGNC:5541,autosomal recessive agammaglobulinemia 1,MONDO:0020729,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_51719b80-54fb-4a55-a63c-7d7a943da1e3-2021-06-15T120659.636Z,2021-06-15T12:06:59.636Z,Antibody Deficiencies GCEP
IGKC,HGNC:5716,recurrent infections associated with rare immunoglobulin isotypes deficiency,MONDO:0013576,AR,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_017e48b4-45d1-4bba-b51c-0f372dbe3a6d-2021-05-18T160657.607Z,2021-05-18T16:06:57.607Z,Antibody Deficiencies GCEP
IGLL1,HGNC:5870,"agammaglobulinemia 2, autosomal recessive",MONDO:0013287,AR,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b483cc35-0599-4313-b71a-835cb1096ca5-2021-12-21T133220.444Z,2021-12-21T13:32:20.444Z,Antibody Deficiencies GCEP
IKZF1,HGNC:13176,autoimmune disease,MONDO:0007179,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a839a0c3-f5c6-4286-9d04-cd9347fefb00-2022-08-16T170000.000Z,2022-08-16T17:00:00.000Z,Antibody Deficiencies GCEP
IKZF1,HGNC:13176,pancytopenia due to IKZF1 mutations,MONDO:0014810,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_be4b4555-477b-477b-bff9-7fcc8883806a-2022-09-13T170000.000Z,2022-09-13T17:00:00.000Z,Antibody Deficiencies GCEP
IL21,HGNC:6005,common variable immunodeficiency,MONDO:0015517,AR,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_82664dca-783a-4ed9-abe5-c77b082a0684-2022-12-30T120000.000Z,2022-12-30T12:00:00.000Z,Antibody Deficiencies GCEP
IL21R,HGNC:6006,immunodeficiency disease,MONDO:0021094,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4dbeac16-997c-43c0-9fb6-eaa98d0816f9-2022-12-31T120000.000Z,2022-12-31T12:00:00.000Z,Antibody Deficiencies GCEP
INO80,HGNC:26956,"immunodeficiency, common variable, 1",MONDO:0011864,AR,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_16d9f828-f6fa-4e35-bc23-c9f1b1138b9a-2021-01-22T014826.188Z,2021-01-22T01:48:26.188Z,Antibody Deficiencies GCEP
IRF2BP2,HGNC:21729,"immunodeficiency, common variable, 14",MONDO:0054691,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_025487e5-9447-4c7b-88ad-f650103e09cf-2021-03-16T125403.252Z,2021-03-16T12:54:03.252Z,Antibody Deficiencies GCEP
LRBA,HGNC:1742,combined immunodeficiency due to LRBA deficiency,MONDO:0013863,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b12eaaeb-cc9d-48b8-b9cd-c0b243f48287-2022-05-18T121409.964Z,2022-05-18T12:14:09.964Z,Antibody Deficiencies GCEP
MS4A1,HGNC:7315,"immunodeficiency, common variable, 5",MONDO:0013285,AR,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_eba48c0f-53fa-48c9-8f4e-9892d095b515-2022-03-02T185714.677Z,2022-03-02T18:57:14.677Z,Antibody Deficiencies GCEP
NFKB1,HGNC:7794,"immunodeficiency, common variable, 12",MONDO:0014697,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e922c85d-f51a-4394-8906-cf01978d8154-2021-05-14T152859.709Z,2021-05-14T15:28:59.709Z,Antibody Deficiencies GCEP
NFKB2,HGNC:7795,"immunodeficiency, common variable, 10",MONDO:0014260,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_61b546f1-5683-4588-a5bc-030ebbd5b401-2021-10-13T132601.192Z,2021-10-13T13:26:01.192Z,Antibody Deficiencies GCEP
PIK3CD,HGNC:8977,"immunodeficiency 14b, autosomal recessive",MONDO:0023655,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_00e2cc94-311b-44d8-9c41-e41c12ebd8f2-2022-04-19T192558.184Z,2022-04-19T19:25:58.184Z,Antibody Deficiencies GCEP
